X,Y,DEPTH (m),-1,Z
541713.226,711039.086,12.26,-1,-12.26
541713.546,711039.209,12.28,-1,-12.28
541713.865,711039.332,12.33,-1,-12.33
541714.184,711039.455,12.41,-1,-12.41
541714.504,711039.578,12.3,-1,-12.3
541714.823,711039.701,12.38,-1,-12.38
541715.143,711039.824,12.44,-1,-12.44
541715.462,711039.948,12.29,-1,-12.29
541715.781,711040.071,12.45,-1,-12.45
541716.101,711040.194,12.18,-1,-12.18
541716.42,711040.317,12.23,-1,-12.23
541716.739,711040.44,12.25,-1,-12.25
541717.059,711040.563,12.25,-1,-12.25
541717.378,711040.686,12.31,-1,-12.31
541717.698,711040.809,12.26,-1,-12.26
541718.017,711040.932,12.28,-1,-12.28
541718.336,711041.055,12.31,-1,-12.31
541718.656,711041.178,12.27,-1,-12.27
541718.975,711041.301,12.27,-1,-12.27
541719.294,711041.424,12.26,-1,-12.26
541719.614,711041.547,12.33,-1,-12.33
541719.933,711041.67,12.28,-1,-12.28
541720.252,711041.794,12.39,-1,-12.39
541720.572,711041.917,12.36,-1,-12.36
541720.891,711042.04,12.37,-1,-12.37
541721.211,711042.163,12.45,-1,-12.45
541721.53,711042.286,12.27,-1,-12.27
541721.849,711042.409,12.43,-1,-12.43
541722.169,711042.532,12.46,-1,-12.46
541722.488,711042.655,12.42,-1,-12.42
541722.789,711042.815,12.43,-1,-12.43
541723.09,711042.975,12.51,-1,-12.51
541723.391,711043.135,12.46,-1,-12.46
541723.692,711043.294,12.46,-1,-12.46
541723.993,711043.454,12.59,-1,-12.59
541724.293,711043.614,12.44,-1,-12.44
541724.594,711043.774,12.48,-1,-12.48
541724.895,711043.934,12.47,-1,-12.47
541725.196,711044.094,12.68,-1,-12.68
541725.497,711044.254,12.59,-1,-12.59
541725.798,711044.414,12.47,-1,-12.47
541726.099,711044.573,12.47,-1,-12.47
541726.4,711044.733,12.53,-1,-12.53
541726.701,711044.893,12.54,-1,-12.54
541727.002,711045.053,12.45,-1,-12.45
541727.302,711045.213,12.53,-1,-12.53
541727.603,711045.373,12.52,-1,-12.52
541727.904,711045.533,12.49,-1,-12.49
541728.205,711045.692,12.48,-1,-12.48
541728.506,711045.852,12.5,-1,-12.5
541728.807,711046.012,12.54,-1,-12.54
541729.108,711046.172,12.53,-1,-12.53
541729.409,711046.332,12.59,-1,-12.59
541729.71,711046.492,12.5,-1,-12.5
541730.01,711046.652,12.48,-1,-12.48
541730.311,711046.812,12.58,-1,-12.58
541730.612,711046.971,12.5,-1,-12.5
541730.913,711047.131,12.5,-1,-12.5
541731.214,711047.291,12.56,-1,-12.56
541731.515,711047.451,12.57,-1,-12.57
541731.806,711047.618,12.52,-1,-12.52
541732.097,711047.784,12.59,-1,-12.59
541732.389,711047.951,12.56,-1,-12.56
541732.68,711048.117,12.62,-1,-12.62
541732.971,711048.284,12.61,-1,-12.61
541733.262,711048.451,12.64,-1,-12.64
541733.553,711048.617,12.62,-1,-12.62
541733.845,711048.784,12.55,-1,-12.55
541734.136,711048.951,12.55,-1,-12.55
541734.427,711049.117,12.49,-1,-12.49
541734.718,711049.284,12.42,-1,-12.42
541735.009,711049.45,12.45,-1,-12.45
541735.301,711049.617,12.53,-1,-12.53
541735.592,711049.784,12.59,-1,-12.59
541735.883,711049.95,12.56,-1,-12.56
541736.174,711050.117,12.63,-1,-12.63
541736.465,711050.283,12.6,-1,-12.6
541736.756,711050.45,12.6,-1,-12.6
541737.048,711050.617,12.58,-1,-12.58
541737.339,711050.783,12.55,-1,-12.55
541737.63,711050.95,12.58,-1,-12.58
541737.921,711051.116,12.7,-1,-12.7
541738.212,711051.283,12.6,-1,-12.6
541738.504,711051.45,12.39,-1,-12.39
541738.795,711051.616,12.43,-1,-12.43
541739.086,711051.783,12.39,-1,-12.39
541739.377,711051.95,12.69,-1,-12.69
541739.668,711052.116,12.46,-1,-12.46
541739.96,711052.283,12.46,-1,-12.46
541740.251,711052.449,12.44,-1,-12.44
541740.542,711052.616,12.52,-1,-12.52
541740.849,711052.782,12.57,-1,-12.57
541741.156,711052.948,12.53,-1,-12.53
541741.463,711053.114,12.54,-1,-12.54
541741.77,711053.28,12.66,-1,-12.66
541742.077,711053.446,12.58,-1,-12.58
541742.384,711053.612,12.53,-1,-12.53
541742.691,711053.778,12.53,-1,-12.53
541742.999,711053.944,12.6,-1,-12.6
541743.306,711054.11,12.63,-1,-12.63
541743.613,711054.276,12.57,-1,-12.57
541743.92,711054.442,12.68,-1,-12.68
541744.227,711054.608,12.5,-1,-12.5
541744.534,711054.774,12.58,-1,-12.58
541744.841,711054.94,12.66,-1,-12.66
541745.148,711055.106,12.56,-1,-12.56
541745.455,711055.273,12.55,-1,-12.55
541745.762,711055.439,12.5,-1,-12.5
541746.069,711055.605,12.45,-1,-12.45
541746.376,711055.771,12.47,-1,-12.47
541746.683,711055.937,12.63,-1,-12.63
541746.99,711056.103,12.51,-1,-12.51
541747.297,711056.269,12.63,-1,-12.63
541747.605,711056.435,12.64,-1,-12.64
541747.912,711056.601,12.79,-1,-12.79
541748.219,711056.767,12.64,-1,-12.64
541748.526,711056.933,12.68,-1,-12.68
541748.833,711057.099,13.03,-1,-13.03
541749.14,711057.265,12.77,-1,-12.77
541749.447,711057.431,13,-1,-13
541749.754,711057.597,12.75,-1,-12.75
541750.069,711057.74,12.7,-1,-12.7
541750.384,711057.883,12.73,-1,-12.73
541750.699,711058.026,12.73,-1,-12.73
541751.014,711058.168,12.67,-1,-12.67
541751.329,711058.311,12.66,-1,-12.66
541751.644,711058.454,12.66,-1,-12.66
541751.959,711058.597,12.82,-1,-12.82
541752.274,711058.74,12.79,-1,-12.79
541752.589,711058.883,12.73,-1,-12.73
541752.904,711059.026,12.87,-1,-12.87
541753.219,711059.169,12.74,-1,-12.74
541753.534,711059.311,12.81,-1,-12.81
541753.849,711059.454,12.73,-1,-12.73
541754.164,711059.597,12.78,-1,-12.78
541754.479,711059.74,12.82,-1,-12.82
541754.794,711059.883,12.78,-1,-12.78
541755.109,711060.026,12.75,-1,-12.75
541755.424,711060.169,12.73,-1,-12.73
541755.739,711060.312,12.73,-1,-12.73
541756.054,711060.454,12.69,-1,-12.69
541756.369,711060.597,12.97,-1,-12.97
541756.684,711060.74,12.69,-1,-12.69
541756.999,711060.883,12.68,-1,-12.68
541757.314,711061.026,12.67,-1,-12.67
541757.629,711061.169,12.76,-1,-12.76
541757.944,711061.312,12.72,-1,-12.72
541758.259,711061.455,12.84,-1,-12.84
541758.574,711061.597,12.75,-1,-12.75
541758.889,711061.74,12.75,-1,-12.75
541759.204,711061.883,12.7,-1,-12.7
541759.519,711062.026,12.68,-1,-12.68
541759.868,711062.172,12.92,-1,-12.92
541760.218,711062.319,13.01,-1,-13.01
541760.567,711062.465,12.93,-1,-12.93
541760.917,711062.611,12.82,-1,-12.82
541761.266,711062.758,12.72,-1,-12.72
541761.616,711062.904,12.79,-1,-12.79
541761.965,711063.05,12.66,-1,-12.66
541762.315,711063.197,12.77,-1,-12.77
541762.664,711063.343,12.66,-1,-12.66
541763.013,711063.489,12.8,-1,-12.8
541763.363,711063.636,12.66,-1,-12.66
541763.712,711063.782,12.65,-1,-12.65
541764.062,711063.928,12.68,-1,-12.68
541764.411,711064.075,12.76,-1,-12.76
541764.761,711064.221,12.77,-1,-12.77
541765.11,711064.368,12.79,-1,-12.79
541765.46,711064.514,12.93,-1,-12.93
541765.809,711064.66,12.82,-1,-12.82
541766.159,711064.807,13.02,-1,-13.02
541766.508,711064.953,12.8,-1,-12.8
541766.857,711065.099,12.75,-1,-12.75
541767.207,711065.246,12.82,-1,-12.82
541767.556,711065.392,12.8,-1,-12.8
541767.906,711065.538,12.8,-1,-12.8
541768.255,711065.685,12.72,-1,-12.72
541768.605,711065.831,12.55,-1,-12.55
541768.954,711065.977,12.72,-1,-12.72
541769.304,711066.124,12.62,-1,-12.62
541769.653,711066.27,12.7,-1,-12.7
541770.003,711066.418,12.69,-1,-12.69
541770.353,711066.565,12.72,-1,-12.72
541770.703,711066.713,12.69,-1,-12.69
541771.053,711066.861,12.73,-1,-12.73
541771.403,711067.008,12.87,-1,-12.87
541771.753,711067.156,12.8,-1,-12.8
541772.103,711067.304,12.77,-1,-12.77
541772.454,711067.451,12.8,-1,-12.8
541772.804,711067.599,12.78,-1,-12.78
541773.154,711067.747,12.69,-1,-12.69
541773.504,711067.894,12.72,-1,-12.72
541773.854,711068.042,12.72,-1,-12.72
541774.204,711068.19,12.64,-1,-12.64
541774.554,711068.337,12.69,-1,-12.69
541774.904,711068.485,12.63,-1,-12.63
541775.254,711068.633,12.73,-1,-12.73
541775.604,711068.78,12.73,-1,-12.73
541775.954,711068.928,12.67,-1,-12.67
541776.304,711069.076,12.68,-1,-12.68
541776.654,711069.223,12.65,-1,-12.65
541777.004,711069.371,12.75,-1,-12.75
541777.354,711069.519,12.86,-1,-12.86
541777.705,711069.666,12.72,-1,-12.72
541778.055,711069.814,12.71,-1,-12.71
541778.405,711069.962,12.69,-1,-12.69
541778.755,711070.109,12.72,-1,-12.72
541779.105,711070.257,12.76,-1,-12.76
541779.455,711070.405,12.73,-1,-12.73
541779.805,711070.552,12.76,-1,-12.76
541780.155,711070.7,12.73,-1,-12.73
541780.511,711070.835,12.73,-1,-12.73
541780.867,711070.971,12.9,-1,-12.9
541781.224,711071.106,13.06,-1,-13.06
541781.58,711071.241,13,-1,-13
541781.936,711071.377,12.96,-1,-12.96
541782.292,711071.512,13.02,-1,-13.02
541782.648,711071.648,13.02,-1,-13.02
541783.005,711071.783,12.85,-1,-12.85
541783.361,711071.918,13.01,-1,-13.01
541783.717,711072.054,12.94,-1,-12.94
541784.073,711072.189,12.86,-1,-12.86
541784.429,711072.324,12.76,-1,-12.76
541784.786,711072.46,12.75,-1,-12.75
541785.142,711072.595,12.79,-1,-12.79
541785.498,711072.731,12.89,-1,-12.89
541785.854,711072.866,12.77,-1,-12.77
541786.21,711073.001,12.92,-1,-12.92
541786.567,711073.137,12.78,-1,-12.78
541786.923,711073.272,12.78,-1,-12.78
541787.279,711073.407,12.67,-1,-12.67
541787.635,711073.543,12.85,-1,-12.85
541787.991,711073.678,12.84,-1,-12.84
541788.348,711073.813,12.76,-1,-12.76
541788.704,711073.949,12.65,-1,-12.65
541789.06,711074.084,12.78,-1,-12.78
541789.416,711074.22,12.78,-1,-12.78
541789.772,711074.355,12.69,-1,-12.69
541790.129,711074.49,12.78,-1,-12.78
541790.485,711074.626,12.81,-1,-12.81
541790.841,711074.761,12.79,-1,-12.79
541791.179,711074.915,12.77,-1,-12.77
541791.517,711075.069,12.72,-1,-12.72
541791.854,711075.222,12.63,-1,-12.63
541792.192,711075.376,12.68,-1,-12.68
541792.53,711075.53,12.67,-1,-12.67
541792.868,711075.684,12.79,-1,-12.79
541793.206,711075.837,12.71,-1,-12.71
541793.543,711075.991,12.77,-1,-12.77
541793.881,711076.145,12.83,-1,-12.83
541794.219,711076.299,12.98,-1,-12.98
541794.557,711076.452,12.84,-1,-12.84
541794.895,711076.606,12.79,-1,-12.79
541795.232,711076.76,13.16,-1,-13.16
541795.57,711076.914,12.95,-1,-12.95
541795.908,711077.068,12.88,-1,-12.88
541796.246,711077.221,12.99,-1,-12.99
541796.584,711077.375,12.95,-1,-12.95
541796.921,711077.529,12.99,-1,-12.99
541797.259,711077.683,13.19,-1,-13.19
541797.597,711077.836,13.06,-1,-13.06
541797.935,711077.99,13.02,-1,-13.02
541798.273,711078.144,13.12,-1,-13.12
541798.61,711078.298,13.05,-1,-13.05
541798.948,711078.451,13.2,-1,-13.2
541799.286,711078.605,13.03,-1,-13.03
541799.624,711078.759,13.05,-1,-13.05
541799.962,711078.913,12.99,-1,-12.99
541800.299,711079.066,13,-1,-13
541800.637,711079.22,13.14,-1,-13.14
541800.975,711079.374,13.1,-1,-13.1
541801.29,711079.517,13.2,-1,-13.2
541801.605,711079.66,13.09,-1,-13.09
541801.92,711079.803,13.15,-1,-13.15
541802.235,711079.945,13.03,-1,-13.03
541802.55,711080.088,13.01,-1,-13.01
541802.865,711080.231,13.05,-1,-13.05
541803.18,711080.374,12.99,-1,-12.99
541803.495,711080.517,12.95,-1,-12.95
541803.81,711080.66,12.98,-1,-12.98
541804.125,711080.802,13.04,-1,-13.04
541804.44,711080.945,13.06,-1,-13.06
541804.755,711081.088,12.98,-1,-12.98
541805.07,711081.231,13.07,-1,-13.07
541805.385,711081.374,13.05,-1,-13.05
541805.7,711081.517,13.05,-1,-13.05
541806.015,711081.659,13.02,-1,-13.02
541806.33,711081.802,13.13,-1,-13.13
541806.645,711081.945,13.34,-1,-13.34
541806.96,711082.088,13.11,-1,-13.11
541807.275,711082.231,13.1,-1,-13.1
541807.59,711082.374,13.11,-1,-13.11
541807.905,711082.516,13.14,-1,-13.14
541808.22,711082.659,13.18,-1,-13.18
541808.535,711082.802,13.16,-1,-13.16
541808.85,711082.945,13.16,-1,-13.16
541809.165,711083.088,13.13,-1,-13.13
541809.48,711083.231,13.11,-1,-13.11
541809.795,711083.373,13.16,-1,-13.16
541810.11,711083.516,13.21,-1,-13.21
541810.425,711083.659,13.09,-1,-13.09
541810.74,711083.802,13.15,-1,-13.15
541811.072,711083.937,13.09,-1,-13.09
541811.403,711084.073,13.12,-1,-13.12
541811.735,711084.208,13.18,-1,-13.18
541812.067,711084.343,13.19,-1,-13.19
541812.398,711084.479,13.14,-1,-13.14
541812.73,711084.614,13.12,-1,-13.12
541813.061,711084.75,13.11,-1,-13.11
541813.393,711084.885,13.11,-1,-13.11
541813.725,711085.02,13.43,-1,-13.43
541814.056,711085.156,13.09,-1,-13.09
541814.388,711085.291,13.08,-1,-13.08
541814.72,711085.426,13.04,-1,-13.04
541815.051,711085.562,12.97,-1,-12.97
541815.383,711085.697,13.09,-1,-13.09
541815.715,711085.833,13.03,-1,-13.03
541816.046,711085.968,12.98,-1,-12.98
541816.378,711086.103,12.99,-1,-12.99
541816.709,711086.239,12.98,-1,-12.98
541817.041,711086.374,12.96,-1,-12.96
541817.373,711086.509,12.94,-1,-12.94
541817.704,711086.645,13.28,-1,-13.28
541818.036,711086.78,13.24,-1,-13.24
541818.368,711086.915,13.13,-1,-13.13
541818.699,711087.051,12.93,-1,-12.93
541819.031,711087.186,12.98,-1,-12.98
541819.362,711087.322,12.91,-1,-12.91
541819.694,711087.457,12.93,-1,-12.93
541820.026,711087.592,12.93,-1,-12.93
541820.357,711087.728,12.89,-1,-12.89
541820.689,711087.863,12.91,-1,-12.91
541821.033,711087.974,12.89,-1,-12.89
541821.377,711088.085,12.89,-1,-12.89
541821.721,711088.195,12.96,-1,-12.96
541822.065,711088.306,12.84,-1,-12.84
541822.409,711088.417,12.88,-1,-12.88
541822.753,711088.528,12.97,-1,-12.97
541823.097,711088.639,12.95,-1,-12.95
541823.441,711088.749,12.91,-1,-12.91
541823.785,711088.86,13.02,-1,-13.02
541824.129,711088.971,12.93,-1,-12.93
541824.473,711089.082,13,-1,-13
541824.817,711089.193,13.03,-1,-13.03
541825.161,711089.303,12.98,-1,-12.98
541825.505,711089.414,13,-1,-13
541825.849,711089.525,13,-1,-13
541826.192,711089.636,13.01,-1,-13.01
541826.536,711089.747,12.92,-1,-12.92
541826.88,711089.857,12.97,-1,-12.97
541827.224,711089.968,12.92,-1,-12.92
541827.568,711090.079,12.9,-1,-12.9
541827.912,711090.19,12.87,-1,-12.87
541828.256,711090.301,12.84,-1,-12.84
541828.6,711090.411,12.81,-1,-12.81
541828.944,711090.522,12.8,-1,-12.8
541829.288,711090.633,12.8,-1,-12.8
541829.632,711090.744,12.77,-1,-12.77
541829.976,711090.855,12.86,-1,-12.86
541830.32,711090.965,12.78,-1,-12.78
541830.664,711091.076,12.75,-1,-12.75
541831.008,711091.187,12.8,-1,-12.8
541834.739,711092.433,12.96,-1,-12.96
541838.471,711093.68,12.82,-1,-12.82
541842.202,711094.926,12.93,-1,-12.93
541845.933,711096.172,13,-1,-13
541846.254,711096.297,12.85,-1,-12.85
541846.575,711096.422,12.84,-1,-12.84
541846.896,711096.547,12.77,-1,-12.77
541847.217,711096.672,12.74,-1,-12.74
541847.538,711096.797,12.8,-1,-12.8
541847.859,711096.922,12.74,-1,-12.74
541848.18,711097.047,12.78,-1,-12.78
541848.501,711097.172,12.73,-1,-12.73
541848.822,711097.297,12.97,-1,-12.97
541849.143,711097.422,12.83,-1,-12.83
541849.464,711097.547,12.94,-1,-12.94
541849.785,711097.672,12.89,-1,-12.89
541850.106,711097.797,12.84,-1,-12.84
541850.427,711097.922,12.95,-1,-12.95
541850.748,711098.047,12.93,-1,-12.93
541851.068,711098.173,13.03,-1,-13.03
541851.389,711098.298,12.98,-1,-12.98
541851.71,711098.423,13.07,-1,-13.07
541852.031,711098.548,12.91,-1,-12.91
541852.352,711098.673,12.9,-1,-12.9
541852.673,711098.798,12.87,-1,-12.87
541852.994,711098.923,12.86,-1,-12.86
541853.315,711099.048,12.83,-1,-12.83
541853.636,711099.173,12.78,-1,-12.78
541853.957,711099.298,12.73,-1,-12.73
541854.278,711099.423,12.82,-1,-12.82
541854.599,711099.548,12.8,-1,-12.8
541854.92,711099.673,12.83,-1,-12.83
541855.241,711099.798,12.8,-1,-12.8
541855.562,711099.923,12.85,-1,-12.85
541855.883,711100.048,12.8,-1,-12.8
541856.245,711100.198,13.03,-1,-13.03
541856.606,711100.349,12.93,-1,-12.93
541856.968,711100.499,12.93,-1,-12.93
541857.33,711100.649,12.96,-1,-12.96
541857.691,711100.8,12.89,-1,-12.89
541858.053,711100.95,12.87,-1,-12.87
541858.415,711101.101,12.87,-1,-12.87
541858.776,711101.251,12.8,-1,-12.8
541859.138,711101.401,12.88,-1,-12.88
541859.5,711101.552,12.83,-1,-12.83
541859.861,711101.702,12.89,-1,-12.89
541860.223,711101.852,12.83,-1,-12.83
541860.585,711102.003,12.79,-1,-12.79
541860.946,711102.153,12.78,-1,-12.78
541861.308,711102.304,12.84,-1,-12.84
541861.67,711102.454,12.82,-1,-12.82
541862.031,711102.604,13.08,-1,-13.08
541862.393,711102.755,12.99,-1,-12.99
541862.755,711102.905,12.85,-1,-12.85
541863.116,711103.055,12.93,-1,-12.93
541863.478,711103.206,12.84,-1,-12.84
541863.84,711103.356,12.88,-1,-12.88
541864.201,711103.507,13.14,-1,-13.14
541864.563,711103.657,12.89,-1,-12.89
541864.925,711103.807,12.89,-1,-12.89
541865.286,711103.958,12.84,-1,-12.84
541865.648,711104.108,12.83,-1,-12.83
541865.98,711104.237,12.83,-1,-12.83
541866.311,711104.366,12.82,-1,-12.82
541866.643,711104.496,12.76,-1,-12.76
541866.975,711104.625,13.07,-1,-13.07
541867.306,711104.754,12.92,-1,-12.92
541867.638,711104.883,12.8,-1,-12.8
541867.969,711105.012,12.87,-1,-12.87
541868.301,711105.142,12.85,-1,-12.85
541868.633,711105.271,12.89,-1,-12.89
541868.964,711105.4,12.84,-1,-12.84
541869.296,711105.529,12.77,-1,-12.77
541869.628,711105.658,12.78,-1,-12.78
541869.959,711105.788,12.74,-1,-12.74
541870.291,711105.917,12.92,-1,-12.92
541870.623,711106.046,12.79,-1,-12.79
541870.954,711106.175,12.69,-1,-12.69
541871.286,711106.304,12.98,-1,-12.98
541871.617,711106.434,13.06,-1,-13.06
541871.949,711106.563,13.04,-1,-13.04
541872.281,711106.692,12.96,-1,-12.96
541872.612,711106.821,12.97,-1,-12.97
541872.944,711106.95,12.97,-1,-12.97
541873.276,711107.08,12.91,-1,-12.91
541873.607,711107.209,12.92,-1,-12.92
541873.939,711107.338,12.98,-1,-12.98
541874.27,711107.467,13.14,-1,-13.14
541874.602,711107.596,12.96,-1,-12.96
541874.934,711107.726,12.99,-1,-12.99
541875.265,711107.855,13.05,-1,-13.05
541875.597,711107.984,12.92,-1,-12.92
541875.918,711108.133,12.97,-1,-12.97
541876.239,711108.282,12.96,-1,-12.96
541876.56,711108.43,12.92,-1,-12.92
541876.881,711108.579,13.06,-1,-13.06
541877.202,711108.728,13,-1,-13
541877.523,711108.877,13.05,-1,-13.05
541877.844,711109.026,13.05,-1,-13.05
541878.164,711109.174,12.97,-1,-12.97
541878.485,711109.323,12.9,-1,-12.9
541878.806,711109.472,12.91,-1,-12.91
541879.127,711109.621,12.84,-1,-12.84
541879.448,711109.77,12.81,-1,-12.81
541879.769,711109.918,12.89,-1,-12.89
541880.09,711110.067,12.9,-1,-12.9
541880.411,711110.216,12.98,-1,-12.98
541880.732,711110.365,13,-1,-13
541881.053,711110.514,13.07,-1,-13.07
541881.374,711110.663,13.13,-1,-13.13
541881.695,711110.811,13.05,-1,-13.05
541882.016,711110.96,13.16,-1,-13.16
541882.337,711111.109,13.14,-1,-13.14
541882.658,711111.258,13.16,-1,-13.16
541882.979,711111.407,13.13,-1,-13.13
541883.299,711111.555,13.04,-1,-13.04
541883.62,711111.704,13.06,-1,-13.06
541883.941,711111.853,12.96,-1,-12.96
541884.262,711112.002,12.95,-1,-12.95
541884.583,711112.151,12.88,-1,-12.88
541884.904,711112.299,12.97,-1,-12.97
541885.225,711112.448,12.92,-1,-12.92
541885.546,711112.597,12.96,-1,-12.96
541885.878,711112.757,12.96,-1,-12.96
541886.209,711112.917,13.09,-1,-13.09
541886.541,711113.077,13.03,-1,-13.03
541886.873,711113.237,13.02,-1,-13.02
541887.204,711113.397,13.03,-1,-13.03
541887.536,711113.557,13.06,-1,-13.06
541887.867,711113.717,13,-1,-13
541888.199,711113.876,12.97,-1,-12.97
541888.531,711114.036,13.11,-1,-13.11
541888.862,711114.196,12.96,-1,-12.96
541889.194,711114.356,12.93,-1,-12.93
541889.526,711114.516,12.89,-1,-12.89
541889.857,711114.676,12.88,-1,-12.88
541890.189,711114.836,13.01,-1,-13.01
541890.52,711114.996,12.93,-1,-12.93
541890.852,711115.156,13.08,-1,-13.08
541891.184,711115.316,13.04,-1,-13.04
541891.515,711115.476,13.08,-1,-13.08
541891.847,711115.636,13.07,-1,-13.07
541892.179,711115.796,13.21,-1,-13.21
541892.51,711115.956,13.13,-1,-13.13
541892.842,711116.116,13.15,-1,-13.15
541893.174,711116.275,13.07,-1,-13.07
541893.505,711116.435,13.1,-1,-13.1
541893.837,711116.595,13.05,-1,-13.05
541894.168,711116.755,13.11,-1,-13.11
541894.5,711116.915,13.07,-1,-13.07
541894.832,711117.075,12.98,-1,-12.98
541895.163,711117.235,12.95,-1,-12.95
541895.495,711117.395,13.14,-1,-13.14
541895.816,711117.55,13.07,-1,-13.07
541896.137,711117.704,13.12,-1,-13.12
541896.458,711117.859,13.07,-1,-13.07
541896.779,711118.014,13.1,-1,-13.1
541897.1,711118.169,13.07,-1,-13.07
541897.421,711118.323,13.15,-1,-13.15
541897.742,711118.478,13.22,-1,-13.22
541898.062,711118.633,13.05,-1,-13.05
541898.383,711118.788,13.16,-1,-13.16
541898.704,711118.942,13.07,-1,-13.07
541899.025,711119.097,13.08,-1,-13.08
541899.346,711119.252,13.09,-1,-13.09
541899.667,711119.407,13.06,-1,-13.06
541899.988,711119.561,13.07,-1,-13.07
541900.309,711119.716,13.25,-1,-13.25
541900.63,711119.871,12.98,-1,-12.98
541900.951,711120.026,13.15,-1,-13.15
541901.272,711120.18,13.09,-1,-13.09
541901.593,711120.335,13.04,-1,-13.04
541901.914,711120.49,13.07,-1,-13.07
541902.235,711120.645,13.14,-1,-13.14
541902.556,711120.799,13.11,-1,-13.11
541902.877,711120.954,13.09,-1,-13.09
541903.197,711121.109,13.17,-1,-13.17
541903.518,711121.264,13.24,-1,-13.24
541903.839,711121.418,13.13,-1,-13.13
541904.16,711121.573,13.16,-1,-13.16
541904.481,711121.728,13.2,-1,-13.2
541904.802,711121.883,13.2,-1,-13.2
541905.123,711122.037,13.25,-1,-13.25
541905.444,711122.192,13.23,-1,-13.23
541905.826,711122.37,13.12,-1,-13.12
541906.208,711122.547,13.08,-1,-13.08
541906.59,711122.725,13.34,-1,-13.34
541906.973,711122.903,13.2,-1,-13.2
541907.355,711123.08,13.26,-1,-13.26
541907.737,711123.258,13.26,-1,-13.26
541908.119,711123.436,13.23,-1,-13.23
541908.501,711123.613,13.23,-1,-13.23
541908.883,711123.791,13.37,-1,-13.37
541909.265,711123.969,13.48,-1,-13.48
541909.648,711124.146,13.33,-1,-13.33
541910.03,711124.324,13.39,-1,-13.39
541910.412,711124.502,13.44,-1,-13.44
541910.794,711124.679,13.39,-1,-13.39
541911.176,711124.857,13.4,-1,-13.4
541911.558,711125.035,13.43,-1,-13.43
541911.941,711125.212,13.5,-1,-13.5
541912.323,711125.39,13.28,-1,-13.28
541912.705,711125.568,13.35,-1,-13.35
541913.087,711125.745,13.28,-1,-13.28
541913.469,711125.923,13.37,-1,-13.37
541913.851,711126.101,13.37,-1,-13.37
541914.233,711126.278,13.43,-1,-13.43
541914.616,711126.456,13.45,-1,-13.45
541914.998,711126.634,13.41,-1,-13.41
541915.38,711126.811,13.63,-1,-13.63
541915.762,711126.989,13.51,-1,-13.51
541916.095,711127.138,13.6,-1,-13.6
541916.428,711127.287,13.53,-1,-13.53
541916.76,711127.436,13.67,-1,-13.67
541917.093,711127.584,13.53,-1,-13.53
541917.426,711127.733,13.6,-1,-13.6
541917.759,711127.882,13.47,-1,-13.47
541918.092,711128.031,13.48,-1,-13.48
541918.424,711128.18,13.48,-1,-13.48
541918.757,711128.329,13.47,-1,-13.47
541919.09,711128.477,13.51,-1,-13.51
541919.423,711128.626,13.59,-1,-13.59
541919.756,711128.775,13.59,-1,-13.59
541920.088,711128.924,13.82,-1,-13.82
541920.421,711129.073,13.55,-1,-13.55
541920.754,711129.222,13.62,-1,-13.62
541921.087,711129.37,13.65,-1,-13.65
541921.42,711129.519,13.72,-1,-13.72
541921.753,711129.668,13.64,-1,-13.64
541922.085,711129.817,13.66,-1,-13.66
541922.418,711129.966,13.65,-1,-13.65
541922.751,711130.115,13.62,-1,-13.62
541923.084,711130.263,13.67,-1,-13.67
541923.417,711130.412,13.61,-1,-13.61
541923.749,711130.561,13.57,-1,-13.57
541924.082,711130.71,13.78,-1,-13.78
541924.415,711130.859,13.65,-1,-13.65
541924.748,711131.008,13.63,-1,-13.63
541925.081,711131.156,13.6,-1,-13.6
541925.413,711131.305,13.86,-1,-13.86
541925.746,711131.454,13.62,-1,-13.62
541926.079,711131.603,13.68,-1,-13.68
541926.405,711131.744,13.69,-1,-13.69
541926.73,711131.886,13.69,-1,-13.69
541927.056,711132.027,13.62,-1,-13.62
541927.381,711132.169,13.73,-1,-13.73
541927.707,711132.31,13.64,-1,-13.64
541928.032,711132.452,13.65,-1,-13.65
541928.358,711132.593,13.67,-1,-13.67
541928.683,711132.735,13.73,-1,-13.73
541929.009,711132.876,13.71,-1,-13.71
541929.334,711133.018,13.7,-1,-13.7
541929.66,711133.159,13.63,-1,-13.63
541929.985,711133.301,13.63,-1,-13.63
541930.311,711133.442,13.64,-1,-13.64
541930.636,711133.584,13.6,-1,-13.6
541930.962,711133.725,13.87,-1,-13.87
541931.288,711133.866,13.59,-1,-13.59
541931.613,711134.008,13.85,-1,-13.85
541931.939,711134.149,13.62,-1,-13.62
541932.264,711134.291,13.72,-1,-13.72
541932.59,711134.432,13.63,-1,-13.63
541932.915,711134.574,13.67,-1,-13.67
541933.241,711134.715,13.68,-1,-13.68
541933.566,711134.857,13.75,-1,-13.75
541933.892,711134.998,13.84,-1,-13.84
541934.217,711135.14,13.6,-1,-13.6
541934.543,711135.281,13.71,-1,-13.71
541934.868,711135.423,13.68,-1,-13.68
541935.194,711135.564,13.6,-1,-13.6
541935.519,711135.706,13.64,-1,-13.64
541935.845,711135.847,13.6,-1,-13.6
541936.177,711135.988,13.59,-1,-13.59
541936.508,711136.13,13.68,-1,-13.68
541936.84,711136.271,13.69,-1,-13.69
