X,Y,DEPTH (m),-1,Z
541694.528,711167.97,14.83,-1,-14.83
541694.27,711167.847,15.19,-1,-15.19
541694.012,711167.724,15.24,-1,-15.24
541693.754,711167.601,15.37,-1,-15.37
541693.496,711167.478,15.25,-1,-15.25
541693.238,711167.355,15.27,-1,-15.27
541692.98,711167.232,15.24,-1,-15.24
541692.722,711167.109,15.26,-1,-15.26
541692.464,711166.986,15.11,-1,-15.11
541692.206,711166.863,15.38,-1,-15.38
541691.949,711166.74,15.37,-1,-15.37
541691.691,711166.617,15.24,-1,-15.24
541691.433,711166.494,15.26,-1,-15.26
541691.175,711166.371,15.33,-1,-15.33
541690.917,711166.248,15.19,-1,-15.19
541690.659,711166.125,15.18,-1,-15.18
541690.401,711166.002,15.19,-1,-15.19
541690.143,711165.879,15.23,-1,-15.23
541689.867,711165.768,15.19,-1,-15.19
541689.59,711165.658,15.25,-1,-15.25
541689.314,711165.547,15.22,-1,-15.22
541689.038,711165.436,15.05,-1,-15.05
541688.761,711165.325,15.22,-1,-15.22
541688.485,711165.215,15.15,-1,-15.15
541688.208,711165.104,15.14,-1,-15.14
541687.932,711164.993,15.07,-1,-15.07
541687.656,711164.882,15.06,-1,-15.06
541687.379,711164.772,15.1,-1,-15.1
541687.103,711164.661,15.07,-1,-15.07
541686.827,711164.55,15.03,-1,-15.03
541686.55,711164.439,15.06,-1,-15.06
541686.274,711164.329,15.09,-1,-15.09
541685.998,711164.218,15.03,-1,-15.03
541685.721,711164.107,15.02,-1,-15.02
541685.445,711163.997,15.05,-1,-15.05
541685.168,711163.886,15.14,-1,-15.14
541684.892,711163.775,15.08,-1,-15.08
541684.616,711163.664,15.13,-1,-15.13
541684.339,711163.554,15.15,-1,-15.15
541684.063,711163.443,15.01,-1,-15.01
541683.787,711163.332,15.07,-1,-15.07
541683.51,711163.221,15,-1,-15
541683.234,711163.111,15.13,-1,-15.13
541682.957,711163,15.03,-1,-15.03
541682.681,711162.889,15,-1,-15
541682.405,711162.778,15.04,-1,-15.04
541682.128,711162.668,14.95,-1,-14.95
541681.852,711162.557,15.05,-1,-15.05
541681.573,711162.462,15.01,-1,-15.01
541681.293,711162.366,15.06,-1,-15.06
541681.014,711162.271,15.05,-1,-15.05
541680.735,711162.176,14.99,-1,-14.99
541680.455,711162.081,15.06,-1,-15.06
541680.176,711161.985,15.04,-1,-15.04
541679.897,711161.89,15.01,-1,-15.01
541679.617,711161.795,15.1,-1,-15.1
541679.338,711161.699,14.98,-1,-14.98
541679.058,711161.604,15.03,-1,-15.03
541678.779,711161.509,15.11,-1,-15.11
541678.5,711161.414,15.1,-1,-15.1
541678.22,711161.318,15.09,-1,-15.09
541677.941,711161.223,15.08,-1,-15.08
541677.662,711161.128,15.03,-1,-15.03
541677.382,711161.032,15.04,-1,-15.04
541677.103,711160.937,15,-1,-15
541676.824,711160.842,14.95,-1,-14.95
541676.544,711160.746,15.01,-1,-15.01
541676.265,711160.651,15.1,-1,-15.1
541675.986,711160.556,15.01,-1,-15.01
541675.706,711160.461,15.11,-1,-15.11
541675.427,711160.365,15.27,-1,-15.27
541675.147,711160.27,15.14,-1,-15.14
541674.868,711160.175,15.2,-1,-15.2
541674.589,711160.079,15.21,-1,-15.21
541674.309,711159.984,15.2,-1,-15.2
541674.03,711159.889,15.18,-1,-15.18
541673.751,711159.794,15.38,-1,-15.38
541673.471,711159.698,15.28,-1,-15.28
541673.192,711159.603,15.49,-1,-15.49
541672.893,711159.495,15.35,-1,-15.35
541672.595,711159.387,15.36,-1,-15.36
541672.296,711159.278,15.53,-1,-15.53
541671.998,711159.17,15.34,-1,-15.34
541671.699,711159.062,15.45,-1,-15.45
541671.4,711158.954,15.33,-1,-15.33
541671.102,711158.845,15.42,-1,-15.42
541670.803,711158.737,15.49,-1,-15.49
541670.504,711158.629,15.56,-1,-15.56
541670.206,711158.521,15.38,-1,-15.38
541669.907,711158.412,15.46,-1,-15.46
541669.609,711158.304,15.4,-1,-15.4
541669.31,711158.196,15.2,-1,-15.2
541669.011,711158.088,15.42,-1,-15.42
541668.713,711157.979,15.49,-1,-15.49
541668.414,711157.871,15.53,-1,-15.53
541668.115,711157.763,15.45,-1,-15.45
541667.817,711157.655,15.27,-1,-15.27
541667.518,711157.546,15.48,-1,-15.48
541667.22,711157.438,15.85,-1,-15.85
541666.921,711157.33,15.27,-1,-15.27
541666.622,711157.222,15.52,-1,-15.52
541666.324,711157.113,15.34,-1,-15.34
541666.025,711157.005,15.28,-1,-15.28
541665.726,711156.897,15.18,-1,-15.18
541665.428,711156.789,15.12,-1,-15.12
541665.129,711156.68,15.14,-1,-15.14
541664.831,711156.572,15.1,-1,-15.1
541664.532,711156.464,15.04,-1,-15.04
541664.253,711156.339,15.03,-1,-15.03
541663.973,711156.214,15.06,-1,-15.06
541663.694,711156.089,14.92,-1,-14.92
541663.415,711155.964,15.22,-1,-15.22
541663.135,711155.839,15,-1,-15
541662.856,711155.714,15.15,-1,-15.15
541662.577,711155.589,15.14,-1,-15.14
541662.297,711155.464,15.14,-1,-15.14
541662.018,711155.339,15.2,-1,-15.2
541661.738,711155.214,15.28,-1,-15.28
541661.459,711155.089,15.25,-1,-15.25
541661.18,711154.964,15.37,-1,-15.37
541660.9,711154.839,15.37,-1,-15.37
541660.621,711154.714,15.23,-1,-15.23
541660.342,711154.589,15.29,-1,-15.29
541660.062,711154.464,15.23,-1,-15.23
541659.783,711154.339,15.25,-1,-15.25
541659.504,711154.214,15.25,-1,-15.25
541659.224,711154.089,15.17,-1,-15.17
541658.945,711153.964,15.2,-1,-15.2
541658.666,711153.839,15.3,-1,-15.3
541658.386,711153.714,15.28,-1,-15.28
541658.107,711153.589,15.19,-1,-15.19
541657.827,711153.464,15.13,-1,-15.13
541657.548,711153.339,15.19,-1,-15.19
541657.269,711153.214,15.51,-1,-15.51
541656.989,711153.089,15.37,-1,-15.37
541656.71,711152.964,15.16,-1,-15.16
541656.431,711152.839,15.18,-1,-15.18
541656.151,711152.714,15.29,-1,-15.29
541655.872,711152.589,15.48,-1,-15.48
541655.602,711152.441,15.27,-1,-15.27
541655.332,711152.294,15.08,-1,-15.08
541655.061,711152.146,15.1,-1,-15.1
541654.791,711151.999,15.12,-1,-15.12
541654.521,711151.851,15.07,-1,-15.07
541654.251,711151.704,15.21,-1,-15.21
541653.981,711151.556,15.32,-1,-15.32
541653.71,711151.408,15.47,-1,-15.47
541653.44,711151.261,15.32,-1,-15.32
541653.17,711151.113,15.4,-1,-15.4
541652.9,711150.966,15.37,-1,-15.37
541652.63,711150.818,15.42,-1,-15.42
541652.359,711150.671,15.52,-1,-15.52
541652.089,711150.523,15.45,-1,-15.45
541651.819,711150.376,15.41,-1,-15.41
541651.549,711150.228,15.48,-1,-15.48
541651.279,711150.08,15.47,-1,-15.47
541651.008,711149.933,15.35,-1,-15.35
541650.738,711149.785,15.36,-1,-15.36
541650.468,711149.638,15.34,-1,-15.34
541650.198,711149.49,15.24,-1,-15.24
541649.928,711149.343,15.38,-1,-15.38
541649.657,711149.195,15.34,-1,-15.34
541649.387,711149.047,15.35,-1,-15.35
541649.117,711148.9,15.42,-1,-15.42
541648.847,711148.752,15.13,-1,-15.13
541648.577,711148.605,15.22,-1,-15.22
541648.306,711148.457,15.37,-1,-15.37
541648.036,711148.31,15.34,-1,-15.34
541647.766,711148.162,14.99,-1,-14.99
541647.496,711148.014,15.11,-1,-15.11
541647.226,711147.867,15.14,-1,-15.14
541646.955,711147.719,15.04,-1,-15.04
541646.685,711147.572,15.02,-1,-15.02
541646.415,711147.424,14.89,-1,-14.89
541646.145,711147.276,15.19,-1,-15.19
541645.875,711147.129,15.03,-1,-15.03
541645.604,711146.981,14.96,-1,-14.96
541645.334,711146.834,14.84,-1,-14.84
541645.064,711146.686,15.01,-1,-15.01
541644.794,711146.538,15.03,-1,-15.03
541644.524,711146.391,15.04,-1,-15.04
541644.253,711146.243,14.98,-1,-14.98
541643.983,711146.096,15.04,-1,-15.04
541643.713,711145.948,14.83,-1,-14.83
541643.443,711145.8,14.95,-1,-14.95
541643.173,711145.653,14.94,-1,-14.94
541642.902,711145.505,14.82,-1,-14.82
541642.632,711145.358,14.88,-1,-14.88
541642.362,711145.21,14.82,-1,-14.82
541642.092,711145.062,14.82,-1,-14.82
541641.822,711144.915,14.88,-1,-14.88
541641.551,711144.767,14.83,-1,-14.83
541641.281,711144.62,14.75,-1,-14.75
541641.011,711144.472,14.8,-1,-14.8
541640.741,711144.324,14.78,-1,-14.78
541640.471,711144.177,14.73,-1,-14.73
541640.2,711144.029,14.95,-1,-14.95
541639.93,711143.882,14.74,-1,-14.74
541639.66,711143.734,14.72,-1,-14.72
541637.154,711142.406,15.06,-1,-15.06
541634.649,711141.078,14.88,-1,-14.88
541632.143,711139.749,15.14,-1,-15.14
541629.638,711138.421,14.93,-1,-14.93
541627.132,711137.093,15.08,-1,-15.08
541626.84,711136.953,14.94,-1,-14.94
541626.548,711136.813,14.87,-1,-14.87
541626.255,711136.673,14.94,-1,-14.94
541625.963,711136.533,14.88,-1,-14.88
541625.671,711136.393,14.97,-1,-14.97
541625.379,711136.253,14.91,-1,-14.91
541625.086,711136.113,15.01,-1,-15.01
541624.794,711135.973,15.06,-1,-15.06
541624.502,711135.833,15.04,-1,-15.04
541624.21,711135.693,15.12,-1,-15.12
541623.917,711135.553,15.09,-1,-15.09
541623.625,711135.413,15.04,-1,-15.04
541623.333,711135.273,15.13,-1,-15.13
541623.041,711135.133,15.03,-1,-15.03
541622.748,711134.994,15,-1,-15
541622.456,711134.854,14.95,-1,-14.95
541622.164,711134.714,14.85,-1,-14.85
541621.872,711134.574,14.94,-1,-14.94
541621.579,711134.434,14.92,-1,-14.92
541621.287,711134.294,14.82,-1,-14.82
541620.995,711134.154,14.96,-1,-14.96
541620.703,711134.014,14.87,-1,-14.87
541620.41,711133.874,14.96,-1,-14.96
541620.118,711133.734,14.88,-1,-14.88
541619.826,711133.594,14.95,-1,-14.95
541619.534,711133.454,14.98,-1,-14.98
541619.241,711133.314,15.02,-1,-15.02
541618.949,711133.174,15.06,-1,-15.06
541618.657,711133.034,15.13,-1,-15.13
541618.381,711132.899,15.09,-1,-15.09
541618.104,711132.763,15.05,-1,-15.05
541617.828,711132.628,15.13,-1,-15.13
541617.552,711132.493,15.1,-1,-15.1
541617.275,711132.357,15.1,-1,-15.1
541616.999,711132.222,15.06,-1,-15.06
541616.722,711132.087,15.08,-1,-15.08
541616.446,711131.952,15.04,-1,-15.04
541616.17,711131.816,15.08,-1,-15.08
541615.893,711131.681,15.05,-1,-15.05
541615.617,711131.546,15.01,-1,-15.01
541615.341,711131.41,15,-1,-15
541615.064,711131.275,14.99,-1,-14.99
541614.788,711131.14,15.08,-1,-15.08
541614.512,711131.005,14.92,-1,-14.92
541614.235,711130.869,15.16,-1,-15.16
541613.959,711130.734,15.06,-1,-15.06
541613.682,711130.599,15.02,-1,-15.02
541613.406,711130.463,15.06,-1,-15.06
541613.13,711130.328,14.95,-1,-14.95
541612.853,711130.193,14.87,-1,-14.87
541612.577,711130.057,14.92,-1,-14.92
541612.301,711129.922,14.87,-1,-14.87
541612.024,711129.787,14.94,-1,-14.94
541611.748,711129.651,14.88,-1,-14.88
541611.471,711129.516,14.96,-1,-14.96
541611.195,711129.381,14.93,-1,-14.93
541610.919,711129.246,14.92,-1,-14.92
541610.642,711129.11,14.99,-1,-14.99
541610.366,711128.975,14.89,-1,-14.89
541610.086,711128.841,14.96,-1,-14.96
541609.807,711128.708,14.93,-1,-14.93
541609.527,711128.574,14.94,-1,-14.94
541609.248,711128.441,14.87,-1,-14.87
541608.968,711128.307,14.95,-1,-14.95
541608.689,711128.173,14.94,-1,-14.94
541608.409,711128.04,14.99,-1,-14.99
541608.13,711127.906,15.09,-1,-15.09
541607.85,711127.772,14.93,-1,-14.93
541607.571,711127.639,15.1,-1,-15.1
541607.291,711127.505,14.92,-1,-14.92
541607.012,711127.372,14.86,-1,-14.86
541606.732,711127.238,14.96,-1,-14.96
541606.453,711127.104,14.93,-1,-14.93
541606.173,711126.971,14.9,-1,-14.9
541605.894,711126.837,14.94,-1,-14.94
541605.614,711126.703,15.02,-1,-15.02
541605.335,711126.57,15,-1,-15
541605.055,711126.436,14.99,-1,-14.99
541604.776,711126.303,14.97,-1,-14.97
541604.496,711126.169,14.97,-1,-14.97
541604.217,711126.035,14.96,-1,-14.96
541603.937,711125.902,14.87,-1,-14.87
541603.658,711125.768,14.9,-1,-14.9
541603.378,711125.634,14.88,-1,-14.88
541603.099,711125.501,14.91,-1,-14.91
541602.819,711125.367,14.89,-1,-14.89
541602.54,711125.234,14.84,-1,-14.84
541602.26,711125.1,14.9,-1,-14.9
541602.002,711124.934,14.91,-1,-14.91
541601.744,711124.768,14.88,-1,-14.88
541601.486,711124.602,14.93,-1,-14.93
541601.228,711124.436,14.92,-1,-14.92
541600.971,711124.27,14.94,-1,-14.94
541600.713,711124.104,15.09,-1,-15.09
541600.455,711123.938,15.15,-1,-15.15
541600.197,711123.772,15.12,-1,-15.12
541599.939,711123.606,15.15,-1,-15.15
541599.681,711123.44,15.17,-1,-15.17
541599.423,711123.274,15.11,-1,-15.11
541599.165,711123.108,15.07,-1,-15.07
541598.907,711122.942,15.07,-1,-15.07
541598.649,711122.776,15.03,-1,-15.03
541598.392,711122.61,15.02,-1,-15.02
541598.134,711122.444,15.07,-1,-15.07
541597.876,711122.278,15.09,-1,-15.09
541597.618,711122.112,15.25,-1,-15.25
541597.36,711121.946,15.22,-1,-15.22
541597.102,711121.78,15.21,-1,-15.21
541596.844,711121.614,15.27,-1,-15.27
541596.586,711121.448,15.36,-1,-15.36
541596.328,711121.282,15.49,-1,-15.49
541596.07,711121.116,15.29,-1,-15.29
541595.813,711120.95,15.33,-1,-15.33
541595.555,711120.784,15.49,-1,-15.49
541595.297,711120.618,15.35,-1,-15.35
541595.039,711120.452,15.24,-1,-15.24
541594.781,711120.286,15.38,-1,-15.38
541594.523,711120.12,15.43,-1,-15.43
541591.852,711117.723,14.98,-1,-14.98
541589.181,711115.326,15.06,-1,-15.06
541586.511,711112.929,15.03,-1,-15.03
541583.84,711110.532,15.04,-1,-15.04
541581.031,711108.135,15.12,-1,-15.12
541578.222,711105.738,15.26,-1,-15.26
541575.413,711103.341,15.04,-1,-15.04
541572.604,711100.944,15.36,-1,-15.36
541572.328,711100.772,15.54,-1,-15.54
541572.051,711100.6,15.45,-1,-15.45
541571.775,711100.428,15.56,-1,-15.56
541571.499,711100.255,15.66,-1,-15.66
541571.222,711100.083,15.65,-1,-15.65
541570.946,711099.911,15.62,-1,-15.62
541570.67,711099.739,15.6,-1,-15.6
541570.393,711099.567,15.63,-1,-15.63
541570.117,711099.395,15.66,-1,-15.66
541569.841,711099.223,15.53,-1,-15.53
541569.564,711099.051,15.29,-1,-15.29
541569.288,711098.878,15.43,-1,-15.43
541569.012,711098.706,15.4,-1,-15.4
541568.735,711098.534,15.26,-1,-15.26
541568.459,711098.362,15.06,-1,-15.06
541568.183,711098.19,14.87,-1,-14.87
541567.906,711098.018,15.18,-1,-15.18
541567.63,711097.846,15,-1,-15
541567.354,711097.673,14.82,-1,-14.82
541567.077,711097.501,15.07,-1,-15.07
541566.801,711097.329,15.04,-1,-15.04
541566.525,711097.157,14.96,-1,-14.96
541566.248,711096.985,14.99,-1,-14.99
541565.972,711096.813,14.88,-1,-14.88
541565.696,711096.641,14.86,-1,-14.86
541565.419,711096.469,14.91,-1,-14.91
541565.143,711096.296,14.91,-1,-14.91
541564.867,711096.124,14.88,-1,-14.88
541564.59,711095.952,15.04,-1,-15.04
541564.314,711095.78,14.9,-1,-14.9
541564.019,711095.626,14.99,-1,-14.99
541563.724,711095.473,14.89,-1,-14.89
541563.43,711095.319,15.08,-1,-15.08
541563.135,711095.165,15.17,-1,-15.17
541562.84,711095.011,15.26,-1,-15.26
541562.545,711094.858,15.03,-1,-15.03
541562.251,711094.704,15.27,-1,-15.27
541561.956,711094.55,15.16,-1,-15.16
541561.661,711094.396,15.21,-1,-15.21
541561.366,711094.243,15.12,-1,-15.12
541561.072,711094.089,15.23,-1,-15.23
541560.777,711093.935,15.34,-1,-15.34
541560.482,711093.781,15.05,-1,-15.05
541560.187,711093.628,14.98,-1,-14.98
541559.893,711093.474,15.11,-1,-15.11
541559.598,711093.32,15.01,-1,-15.01
541559.303,711093.167,14.91,-1,-14.91
541559.008,711093.013,14.89,-1,-14.89
541558.713,711092.859,14.89,-1,-14.89
541558.419,711092.705,14.94,-1,-14.94
541558.124,711092.552,14.96,-1,-14.96
541557.829,711092.398,15.04,-1,-15.04
541557.534,711092.244,15.11,-1,-15.11
541557.24,711092.09,15.11,-1,-15.11
541556.945,711091.937,15.16,-1,-15.16
541556.65,711091.783,15.38,-1,-15.38
541556.355,711091.629,15.1,-1,-15.1
541556.061,711091.475,15.12,-1,-15.12
541555.766,711091.322,15.1,-1,-15.1
541555.471,711091.168,14.98,-1,-14.98
541555.164,711091.039,15.02,-1,-15.02
541554.857,711090.91,15.05,-1,-15.05
541554.55,711090.78,14.95,-1,-14.95
541554.243,711090.651,15.11,-1,-15.11
541553.936,711090.522,15.03,-1,-15.03
541553.629,711090.393,15.1,-1,-15.1
541553.322,711090.264,15.03,-1,-15.03
541553.014,711090.134,15.17,-1,-15.17
541552.707,711090.005,15.12,-1,-15.12
541552.4,711089.876,15.22,-1,-15.22
541552.093,711089.747,15.22,-1,-15.22
541551.786,711089.618,15.33,-1,-15.33
541551.479,711089.488,15.19,-1,-15.19
541551.172,711089.359,15.22,-1,-15.22
541550.865,711089.23,15.17,-1,-15.17
541550.558,711089.101,15.34,-1,-15.34
541550.251,711088.972,15.22,-1,-15.22
541549.944,711088.842,15.35,-1,-15.35
541549.637,711088.713,15.21,-1,-15.21
541549.33,711088.584,15.27,-1,-15.27
541549.023,711088.455,15.33,-1,-15.33
541548.716,711088.326,15.32,-1,-15.32
541548.408,711088.196,15.31,-1,-15.31
541548.101,711088.067,15.32,-1,-15.32
541547.794,711087.938,15.25,-1,-15.25
541547.487,711087.809,15.28,-1,-15.28
541547.18,711087.68,15.48,-1,-15.48
541546.873,711087.55,15.41,-1,-15.41
541546.566,711087.421,15.36,-1,-15.36
541546.259,711087.292,15.46,-1,-15.46
541545.988,711087.211,15.39,-1,-15.39
541545.718,711087.13,15.4,-1,-15.4
541545.447,711087.05,15.58,-1,-15.58
541545.176,711086.969,15.71,-1,-15.71
541544.906,711086.888,15.61,-1,-15.61
541544.635,711086.807,15.56,-1,-15.56
541544.364,711086.727,15.51,-1,-15.51
541544.094,711086.646,15.72,-1,-15.72
541543.823,711086.565,15.4,-1,-15.4
541543.552,711086.484,15.5,-1,-15.5
541543.282,711086.403,15.78,-1,-15.78
541543.011,711086.323,15.74,-1,-15.74
541542.74,711086.242,15.53,-1,-15.53
541542.47,711086.161,15.4,-1,-15.4
541542.199,711086.08,15.46,-1,-15.46
541541.928,711086,15.48,-1,-15.48
541541.658,711085.919,15.39,-1,-15.39
541541.387,711085.838,15.67,-1,-15.67
541541.117,711085.757,15.3,-1,-15.3
541540.846,711085.676,15.29,-1,-15.29
541540.575,711085.596,15.61,-1,-15.61
541540.305,711085.515,15.54,-1,-15.54
541540.034,711085.434,15.44,-1,-15.44
541539.763,711085.353,15.32,-1,-15.32
541539.493,711085.272,15.4,-1,-15.4
541539.222,711085.192,15.43,-1,-15.43
541538.951,711085.111,15.41,-1,-15.41
541538.681,711085.03,15.57,-1,-15.57
541538.41,711084.949,15.4,-1,-15.4
541538.139,711084.869,15.22,-1,-15.22
541537.869,711084.788,15.42,-1,-15.42
541537.598,711084.707,15.64,-1,-15.64
541537.357,711084.631,15.48,-1,-15.48
541537.115,711084.554,15.48,-1,-15.48
541536.874,711084.478,15.44,-1,-15.44
541536.632,711084.401,15.43,-1,-15.43
541536.391,711084.325,15.43,-1,-15.43
541536.149,711084.249,15.47,-1,-15.47
541535.908,711084.172,15.46,-1,-15.46
541535.666,711084.096,15.58,-1,-15.58
541535.425,711084.019,15.58,-1,-15.58
541535.184,711083.943,15.44,-1,-15.44
541534.942,711083.866,15.35,-1,-15.35
541534.701,711083.79,15.34,-1,-15.34
541534.459,711083.714,15.47,-1,-15.47
541534.218,711083.637,15.42,-1,-15.42
541533.976,711083.561,15.31,-1,-15.31
541533.735,711083.484,15.23,-1,-15.23
541533.493,711083.408,15.3,-1,-15.3
541533.252,711083.332,15.28,-1,-15.28
541533.01,711083.255,15.31,-1,-15.31
541532.769,711083.179,15.25,-1,-15.25
541532.528,711083.102,15.24,-1,-15.24
541532.286,711083.026,15.39,-1,-15.39
541532.045,711082.949,15.31,-1,-15.31
541531.803,711082.873,15.14,-1,-15.14
541531.562,711082.797,15.38,-1,-15.38
541531.32,711082.72,15.38,-1,-15.38
541531.079,711082.644,15.36,-1,-15.36
541530.837,711082.567,15.37,-1,-15.37
541530.596,711082.491,15.55,-1,-15.55
541530.381,711082.436,15.32,-1,-15.32
541530.166,711082.38,15.54,-1,-15.54
541529.951,711082.325,15.35,-1,-15.35
541529.736,711082.269,15.3,-1,-15.3
541529.521,711082.214,15.36,-1,-15.36
541529.306,711082.158,15.4,-1,-15.4
541529.091,711082.103,15.27,-1,-15.27
541528.876,711082.048,15.41,-1,-15.41
541528.661,711081.992,15.3,-1,-15.3
541528.446,711081.937,15.2,-1,-15.2
541528.231,711081.881,15.26,-1,-15.26
541528.016,711081.826,15.41,-1,-15.41
541527.801,711081.77,15.24,-1,-15.24
541527.586,711081.715,15.14,-1,-15.14
541527.372,711081.66,15.22,-1,-15.22
541527.157,711081.604,15.23,-1,-15.23
541526.942,711081.549,15.23,-1,-15.23
541526.727,711081.493,15.27,-1,-15.27
541526.512,711081.438,15.22,-1,-15.22
541526.297,711081.382,15.44,-1,-15.44
541526.082,711081.327,15.25,-1,-15.25
541525.867,711081.271,15.27,-1,-15.27
541525.652,711081.216,15.22,-1,-15.22
541525.437,711081.161,15.32,-1,-15.32
541525.222,711081.105,15.4,-1,-15.4
541525.007,711081.05,15.26,-1,-15.26
541524.792,711080.994,15.3,-1,-15.3
541524.577,711080.939,15.27,-1,-15.27
541524.362,711080.883,15.32,-1,-15.32
541524.147,711080.828,15.37,-1,-15.37
541521.751,711080.55,15.4,-1,-15.4
541519.356,711080.272,15.39,-1,-15.39
541516.96,711079.993,15.37,-1,-15.37
541514.564,711079.715,15.34,-1,-15.34
541514.367,711079.776,15.27,-1,-15.27
541514.171,711079.838,15.27,-1,-15.27
541513.974,711079.899,15.23,-1,-15.23
541513.777,711079.96,15.19,-1,-15.19
541513.581,711080.021,15.17,-1,-15.17
541513.384,711080.083,15.14,-1,-15.14
541513.188,711080.144,15.12,-1,-15.12
541512.991,711080.205,15.1,-1,-15.1
541512.794,711080.266,15.12,-1,-15.12
541512.598,711080.328,15.18,-1,-15.18
541512.401,711080.389,15.14,-1,-15.14
541512.204,711080.45,15.16,-1,-15.16
541512.008,711080.511,15.06,-1,-15.06
541511.811,711080.573,15.11,-1,-15.11
541511.615,711080.634,15.12,-1,-15.12
541511.418,711080.695,15.08,-1,-15.08
541511.221,711080.757,15.03,-1,-15.03
541511.025,711080.818,15.01,-1,-15.01
541510.828,711080.879,15.09,-1,-15.09
541510.631,711080.94,14.96,-1,-14.96
541510.435,711081.002,14.97,-1,-14.97
541510.238,711081.063,14.96,-1,-14.96
541510.041,711081.124,14.97,-1,-14.97
541509.845,711081.185,14.89,-1,-14.89
541509.648,711081.247,14.88,-1,-14.88
541509.452,711081.308,14.84,-1,-14.84
541509.255,711081.369,14.87,-1,-14.87
541509.058,711081.43,14.92,-1,-14.92
541508.862,711081.492,14.8,-1,-14.8
541508.665,711081.553,15,-1,-15
541508.511,711081.657,14.99,-1,-14.99
541508.358,711081.762,15.1,-1,-15.1
541508.204,711081.866,15.02,-1,-15.02
541508.05,711081.97,15.16,-1,-15.16
541507.897,711082.074,15.2,-1,-15.2
541507.743,711082.179,15.19,-1,-15.19
541507.589,711082.283,15.17,-1,-15.17
541507.436,711082.387,15.12,-1,-15.12
541507.282,711082.492,15.17,-1,-15.17
541507.128,711082.596,15.13,-1,-15.13
541506.975,711082.7,15.08,-1,-15.08
541506.821,711082.805,15.07,-1,-15.07
541506.667,711082.909,15.08,-1,-15.08
541506.514,711083.013,15.07,-1,-15.07
541506.36,711083.117,15.05,-1,-15.05
541506.206,711083.222,15.06,-1,-15.06
541506.053,711083.326,15.01,-1,-15.01
541505.899,711083.43,15,-1,-15
541505.745,711083.535,14.96,-1,-14.96
541505.592,711083.639,14.93,-1,-14.93
541505.438,711083.743,14.91,-1,-14.91
541505.284,711083.848,14.89,-1,-14.89
541505.131,711083.952,14.9,-1,-14.9
541504.977,711084.056,14.87,-1,-14.87
541504.823,711084.161,14.85,-1,-14.85
541504.67,711084.265,14.83,-1,-14.83
541504.516,711084.369,14.81,-1,-14.81
541504.362,711084.473,14.8,-1,-14.8
541504.209,711084.578,14.79,-1,-14.79
541504.055,711084.682,14.79,-1,-14.79
541503.924,711084.807,14.78,-1,-14.78
541503.793,711084.931,14.74,-1,-14.74
541503.662,711085.056,14.75,-1,-14.75
541503.531,711085.181,14.77,-1,-14.77
541503.4,711085.306,14.72,-1,-14.72
541503.27,711085.43,14.74,-1,-14.74
541503.139,711085.555,14.73,-1,-14.73
541503.008,711085.68,14.75,-1,-14.75
541502.877,711085.804,14.76,-1,-14.76
541502.746,711085.929,14.7,-1,-14.7
541502.615,711086.054,14.7,-1,-14.7
541502.484,711086.179,14.71,-1,-14.71
541502.353,711086.303,14.71,-1,-14.71
541502.222,711086.428,14.67,-1,-14.67
541502.091,711086.553,14.71,-1,-14.71
541501.961,711086.677,14.67,-1,-14.67
541501.83,711086.802,14.66,-1,-14.66
541501.699,711086.927,14.7,-1,-14.7
541501.568,711087.051,14.64,-1,-14.64
541501.437,711087.176,14.63,-1,-14.63
541501.306,711087.301,14.63,-1,-14.63
541501.175,711087.426,14.62,-1,-14.62
541501.044,711087.55,14.7,-1,-14.7
541500.913,711087.675,14.64,-1,-14.64
541500.782,711087.8,14.59,-1,-14.59
541500.652,711087.924,14.59,-1,-14.59
541500.521,711088.049,14.58,-1,-14.58
541500.39,711088.174,14.65,-1,-14.65
541500.259,711088.299,14.65,-1,-14.65
541500.128,711088.423,14.72,-1,-14.72
541499.997,711088.548,14.63,-1,-14.63
541499.914,711088.726,14.85,-1,-14.85
541499.831,711088.904,14.76,-1,-14.76
541499.749,711089.081,14.82,-1,-14.82
541499.666,711089.259,14.69,-1,-14.69
541499.583,711089.437,14.76,-1,-14.76
541499.5,711089.615,14.69,-1,-14.69
541499.418,711089.793,14.73,-1,-14.73
541499.335,711089.97,14.73,-1,-14.73
541499.252,711090.148,14.8,-1,-14.8
541499.169,711090.326,14.8,-1,-14.8
541499.087,711090.504,14.67,-1,-14.67
541499.004,711090.682,14.94,-1,-14.94
541498.921,711090.859,14.87,-1,-14.87
541498.838,711091.037,14.94,-1,-14.94
541498.756,711091.215,14.68,-1,-14.68
541498.673,711091.393,14.6,-1,-14.6
541498.59,711091.57,14.62,-1,-14.62
541498.507,711091.748,14.55,-1,-14.55
541498.425,711091.926,14.54,-1,-14.54
541498.342,711092.104,14.6,-1,-14.6
541498.259,711092.282,14.6,-1,-14.6
541498.176,711092.459,14.58,-1,-14.58
541498.094,711092.637,14.58,-1,-14.58
541498.011,711092.815,14.58,-1,-14.58
541497.928,711092.993,14.61,-1,-14.61
541497.845,711093.171,14.67,-1,-14.67
541497.763,711093.348,14.65,-1,-14.65
541497.68,711093.526,14.92,-1,-14.92
541497.597,711093.704,14.71,-1,-14.71
541497.597,711093.882,14.91,-1,-14.91
541497.597,711094.061,14.72,-1,-14.72
